MAPV0_SX303,-0.32351698194231304
MBMA0_SI1222,-0.36981233869280133
MBMA0_SI1852,-0.30814807415008544
MCAE0_SI2077,-0.3150780764493075
MCAE0_SI817,-0.2572662565443251
MCAE0_SX187,-0.27566343738186744
MCAE0_SX7,-0.3281066304161435
MCDR0_SX344,-0.2730373259513609
MCEW0_SX272,-0.42279591279871326
MCLM0_SI2086,-0.2831565856933594
MCPM0_SX24,-0.2999636840820312
MEFG0_SX15,-0.3160291299587343
MEFG0_SX285,-0.3609796987997519
MEGJ0_SX167,-0.3170783409705529
MEGJ0_SX3,-0.39367607661655973
MESG0_SX162,-0.35804765874689276
MFRM0_SX345,-0.40073108673095703
MGES0_SI2111,-0.40088214044985565
MHMR0_SX399,-0.48196166356404624
MJAC0_SX307,-0.32056663654468676
MJAE0_SI1999,-0.3094032894481312
MJFR0_SX345,-0.4031486768980284
MJJM0_SX17,-0.3852009565933891
MJKR0_SX31,-0.2751239836215973
MJLS0_SX16,-0.40428078174591064
MJXA0_SI2137,-0.33701020020705
MKDT0_SX443,-0.2965939283370972
MKLS0_SI1533,-0.27593317031860354
MKLW0_SI1844,-0.3169977805193733
MMAB1_SX144,-0.30862233513279963
MMBS0_SI1781,-0.3520340011233375
MMDG0_SX250,-0.2953082570489847
MMDM0_SX231,-0.5020751086148348
MMDM1_SI2043,-0.3949297332763672
MMJB1_SI778,-0.28074007034301757
MNET0_SX6,-0.3732104478058992
MPRK0_SI1727,-0.3242015838623047
MRAI0_SX162,-0.2919805114333694
MRCG0_SI2058,-0.28689309528895784
MREM0_SI961,-0.29707801632764863
MRFK0_SI2336,-0.2553170045216878
MRGM0_SX172,-0.40334095001220704
MRGS0_SX6,-0.37261625017438615
MRLJ1_SX231,-0.3296787188603328
MRML0_SI1421,-0.32149765983460443
MRML0_SI791,-0.3289425713675363
MRML0_SX431,-0.26289427280426025
MRML0_SX71,-0.36171501561215047
MRSO0_SX129,-0.2790109361921038
MRSO0_SX399,-0.25976009368896485
MSAS0_SX26,-0.3134560286998749
MSFV0_SX182,-0.28241863250732424
MSMS0_SX443,-0.30303408648516683
MTAB0_SX132,-0.35891839732294495
MTDB0_SX231,-0.2527209169724408
MTDP0_SI1521,-0.3406957596067398
MTDP0_SX261,-0.28660933176676434
MTJU0_SI2269,-0.2904770750748484
MTKP0_SX303,-0.38522866192985983
MTMN0_SX344,-0.2451526096888951
MTQC0_SI1441,-0.35925925055215524
MTQC0_SI2071,-0.3588252067565918
MTQC0_SX451,-0.3031874280987364
MTRT0_SX237,-0.2842818390239369
MVLO0_SI1777,-0.3222886221749442
MZMB0_SI1796,-0.3114357590675354
