MAKR0_SI722,-0.11052755748524386
MAKR0_SX182,-0.30557711124420167
MAKR0_SX272,-0.038581929206848144
MAKR0_SX362,-0.07795144262767974
MAKR0_SX452,-0.09318072199821473
MAKR0_SX92,-0.08045252886685458
MAPV0_SI1293,-0.24275734311058408
MAPV0_SI1923,-0.23197197914123535
MAPV0_SI663,-0.17113978966422702
MAPV0_SX123,-0.2401186398097447
MAPV0_SX213,-0.2456620823253285
MAPV0_SX303,-0.3441895452038995
MAPV0_SX33,-0.19284463750905004
MAPV0_SX393,-0.16389723385081573
MARC0_SI1188,-0.012166504230764177
MARC0_SI1818,-0.1242197831471761
MARC0_SI558,-0.10632860417268714
MARC0_SX108,-0.026011498437987432
MARC0_SX18,-0.13821713626384735
MARC0_SX198,-0.09611162543296814
MARC0_SX288,-0.09960052443713677
MARC0_SX378,-0.1461297869682312
MARW0_SI1276,-0.020353203018506367
MARW0_SI1906,-0.01460176154419228
MARW0_SI646,-0.08028190831343333
MARW0_SX106,-0.18691523869832358
MARW0_SX16,-0.17286184855869838
MARW0_SX286,-0.12070032119750977
MARW0_SX349,-0.18493448893229167
MARW0_SX376,-0.2765428894444516
MBAR0_SI1319,-0.14571468413822233
MBAR0_SI1949,-0.1378929194282083
MBAR0_SI689,-0.24345489343007407
MBAR0_SX149,-0.12871196318645867
MBAR0_SX239,-0.11207159126506132
MBAR0_SX329,-0.11559996514950159
MBAR0_SX419,-0.1791084521525615
MBAR0_SX59,-0.16031448657696062
MBBR0_SI1055,-0.11679298290307971
MBBR0_SI1685,-0.02027646601200104
MBBR0_SI2315,-0.05302439286158635
MBBR0_SX155,-0.18226056875184524
MBBR0_SX245,-0.15721986911914967
MBBR0_SX335,-0.12202353226511102
MBBR0_SX425,-0.08043427650745098
MBBR0_SX65,-0.028744297102093697
MBCG0_SI2217,-0.08308919270833333
MBCG0_SI486,-0.008629077154657116
MBCG0_SI957,-0.23489662452980323
MBCG0_SX147,-0.1926868020034418
MBCG0_SX237,-0.05328336954116821
MBCG0_SX327,-0.17153196623831085
MBCG0_SX417,-0.13975296522441663
MBCG0_SX57,-0.06851578503847122
MBEF0_SI1281,-0.1269216537475586
MBEF0_SI1911,-0.2039159271452162
MBEF0_SI651,-0.21311917738481
MBEF0_SX111,-0.061782385621752055
MBEF0_SX201,-0.1867027547624376
MBEF0_SX21,-0.16678386926651
MBEF0_SX291,-0.1600080459348617
MBEF0_SX381,-0.026117666014309586
MBGT0_SI1341,-0.014338945150375365
MBGT0_SI1841,-0.17315281762017143
MBGT0_SI711,-0.16366555051105777
MBGT0_SX171,-0.16067303351636203
